"gene","trans","speciesMatch","chr","five_prime_UTR","three_prime_UTR","evalue","bitScore","rawValue","percentMatch","other","proteinMatch"
"Zm00001d038020","Zm00001d038020_T002","rice","6","145388531","145391943",1.19e-68,263,276,84.058,232,"Os05t0353500-01"
"Zm00001d048624","Zm00001d048624_T001","sorghum","4","1538337","1539457",6.22e-154,545,512,87.109,446,"OQU92409"
"Zm00001d048624","Zm00001d048624_T001","setaria","4","1538337","1539457",1.82e-119,431,532,82.331,438,"KQK90465"
"Zm00001d038678","Zm00001d038678_T001","sorghum","6","162432307","162441044",0,824,486,97.325,473,"OQU78285"
"Zm00001d038678","Zm00001d038678_T001","sorghum","6","162432307","162441044",1.47e-158,562,405,92.346,374,"OQU78285"
"Zm00001d038678","Zm00001d038678_T001","sorghum","6","162432307","162441044",0,822,481,97.505,469,"OQU78286"
"Zm00001d038678","Zm00001d038678_T001","sorghum","6","162432307","162441044",0,678,445,94.157,419,"OQU78286"
"Zm00001d038678","Zm00001d038678_T001","sorghum","6","162432307","162441044",6.37e-28,128,75,97.333,73,"OQU78286"
"Zm00001d038678","Zm00001d038678_T001","sorghum","6","162432307","162441044",0,822,481,97.505,469,"EES18491"
"Zm00001d038678","Zm00001d038678_T001","sorghum","6","162432307","162441044",0,678,445,94.157,419,"EES18491"
"Zm00001d038678","Zm00001d038678_T001","sorghum","6","162432307","162441044",1.47e-158,562,405,92.346,374,"EES18491"
"Zm00001d038678","Zm00001d038678_T001","setaria","6","162432307","162441044",0,673,481,91.892,442,"KQL14772"
"Zm00001d038678","Zm00001d038678_T001","setaria","6","162432307","162441044",3.17e-160,568,445,89.663,399,"KQL14772"
"Zm00001d038678","Zm00001d038678_T001","setaria","6","162432307","162441044",2.5e-146,521,402,90.299,363,"KQL14772"
"Zm00001d038678","Zm00001d038678_T001","rice","6","162432307","162441044",3.17e-160,568,475,88.211,419,"Os05t0512200-01"
"Zm00001d038678","Zm00001d038678_T001","rice","6","162432307","162441044",3.38e-115,418,440,83.864,369,"Os05t0512200-01"
"Zm00001d038678","Zm00001d038678_T001","rice","6","162432307","162441044",2.69e-96,355,228,94.737,216,"Os05t0512200-01"
"Zm00001d038678","Zm00001d038678_T001","brachypodium","6","162432307","162441044",3.21e-150,534,484,86.777,420,"KQK05449"
"Zm00001d038678","Zm00001d038678_T001","brachypodium","6","162432307","162441044",3.38e-115,418,440,83.864,369,"KQK05449"
"Zm00001d038678","Zm00001d038678_T001","brachypodium","6","162432307","162441044",1.62e-93,346,382,83.77,320,"KQK05449"
"Zm00001d032486","Zm00001d032486_T001","sorghum","1","228155390","228156726",4.81e-20,99,59,96.61,57,"KXG36860"
"Zm00001d032486","Zm00001d032486_T001","setaria","1","228155390","228156726",2.24e-18,93.5,59,94.915,56,"KQL27028"
"Zm00001d032486","Zm00001d032486_T001","setaria","1","228155390","228156726",2.24e-18,93.5,59,94.915,56,"KQL27027"
"Zm00001d005036","Zm00001d005036_T006","sorghum","2","155301407","155305833",0,1096,678,95.87,650,"EES09159"
"Zm00001d005036","Zm00001d005036_T006","sorghum","2","155301407","155305833",0,1009,625,95.84,599,"OQU82750"
"Zm00001d005036","Zm00001d005036_T006","setaria","2","155301407","155305833",0,979,678,92.773,629,"KQL24667"
"Zm00001d005036","Zm00001d005036_T006","setaria","2","155301407","155305833",0,979,678,92.773,629,"KQL24665"
"Zm00001d005036","Zm00001d005036_T006","setaria","2","155301407","155305833",0,979,678,92.773,629,"KQL24666"
"Zm00001d005036","Zm00001d005036_T006","sorghum","2","155301407","155305833",0,974,678,92.625,628,"EES15612"
"Zm00001d005036","Zm00001d005036_T006","sorghum","2","155301407","155305833",0,887,650,91.538,595,"KXG22904"
"Zm00001d005036","Zm00001d005036_T006","rice","2","155301407","155305833",0,819,678,88.496,600,"Os11t0121400-01"
"Zm00001d005036","Zm00001d005036_T006","brachypodium","2","155301407","155305833",0,813,678,88.348,599,"KQJ92509"
"Zm00001d005036","Zm00001d005036_T006","brachypodium","2","155301407","155305833",0,797,678,87.906,596,"KQJ89490"
"Zm00001d005036","Zm00001d005036_T006","brachypodium","2","155301407","155305833",0,797,678,87.906,596,"KQJ89489"
"Zm00001d005036","Zm00001d005036_T006","rice","2","155301407","155305833",0,688,562,88.79,499,"Os12t0121100-01"
"Zm00001d005036","Zm00001d005036_T006","rice","2","155301407","155305833",1.1e-126,455,395,87.848,347,"Os11t0121500-01"
"Zm00001d005036","Zm00001d005036_T006","brachypodium","2","155301407","155305833",5.17e-120,433,364,88.187,321,"PNT65545"
"Zm00001d005036","Zm00001d005036_T007","sorghum","2","155301452","155305833",0,856,614,91.857,564,"OQU82750"
"Zm00001d005036","Zm00001d005036_T007","sorghum","2","155301452","155305833",0,856,614,91.857,564,"EES09159"
"Zm00001d005036","Zm00001d005036_T007","setaria","2","155301452","155305833",0,802,609,90.476,551,"KQL24667"
"Zm00001d005036","Zm00001d005036_T007","setaria","2","155301452","155305833",0,802,609,90.476,551,"KQL24665"
"Zm00001d005036","Zm00001d005036_T007","setaria","2","155301452","155305833",0,802,609,90.476,551,"KQL24666"
"Zm00001d005036","Zm00001d005036_T007","sorghum","2","155301452","155305833",0,785,637,89.168,568,"KXG22904"
"Zm00001d005036","Zm00001d005036_T007","sorghum","2","155301452","155305833",0,785,637,89.168,568,"EES15612"
"Zm00001d005036","Zm00001d005036_T007","brachypodium","2","155301452","155305833",0,665,618,86.246,533,"PNT65545"
"Zm00001d005036","Zm00001d005036_T007","brachypodium","2","155301452","155305833",0,665,618,86.246,533,"KQJ92509"
"Zm00001d005036","Zm00001d005036_T007","brachypodium","2","155301452","155305833",0,662,616,86.364,532,"KQJ89488"
"Zm00001d005036","Zm00001d005036_T007","brachypodium","2","155301452","155305833",0,662,616,86.364,532,"KQJ89489"
"Zm00001d005036","Zm00001d005036_T007","rice","2","155301452","155305833",2.07e-178,627,622,85.209,530,"Os11t0121400-01"
"Zm00001d005036","Zm00001d005036_T007","rice","2","155301452","155305833",2.07e-178,627,622,85.209,530,"Os12t0121100-01"
"Zm00001d005036","Zm00001d005036_T007","brachypodium","2","155301452","155305833",3.53e-161,569,438,90.183,395,"KQJ89490"
"Zm00001d005036","Zm00001d005036_T002","sorghum","2","155301263","155306242",0,763,554,91.516,507,"OQU82750"
"Zm00001d005036","Zm00001d005036_T002","sorghum","2","155301263","155306242",9.46e-150,532,339,94.985,322,"OQU82750"
"Zm00001d005036","Zm00001d005036_T002","sorghum","2","155301263","155306242",4.96e-63,244,138,98.551,136,"OQU82750"
"Zm00001d005036","Zm00001d005036_T002","sorghum","2","155301263","155306242",0,763,554,91.516,507,"EES09159"
"Zm00001d005036","Zm00001d005036_T002","sorghum","2","155301263","155306242",7.06e-176,619,392,95.153,373,"EES09159"
"Zm00001d005036","Zm00001d005036_T002","sorghum","2","155301263","155306242",4.96e-63,244,138,98.551,136,"EES09159"
"Zm00001d005036","Zm00001d005036_T002","setaria","2","155301263","155306242",0,719,551,90.2,497,"KQL24667"
"Zm00001d005036","Zm00001d005036_T002","setaria","2","155301263","155306242",3.33e-164,580,392,93.367,366,"KQL24667"
"Zm00001d005036","Zm00001d005036_T002","setaria","2","155301263","155306242",5.03e-53,211,138,94.203,130,"KQL24667"
"Zm00001d005036","Zm00001d005036_T002","setaria","2","155301263","155306242",0,719,551,90.2,497,"KQL24665"
"Zm00001d005036","Zm00001d005036_T002","setaria","2","155301263","155306242",3.33e-164,580,392,93.367,366,"KQL24665"
"Zm00001d005036","Zm00001d005036_T002","setaria","2","155301263","155306242",5.03e-53,211,138,94.203,130,"KQL24665"
"Zm00001d005036","Zm00001d005036_T002","setaria","2","155301263","155306242",0,719,551,90.2,497,"KQL24666"
"Zm00001d005036","Zm00001d005036_T002","setaria","2","155301263","155306242",3.33e-164,580,392,93.367,366,"KQL24666"
"Zm00001d005036","Zm00001d005036_T002","setaria","2","155301263","155306242",5.03e-53,211,138,94.203,130,"KQL24666"
"Zm00001d005036","Zm00001d005036_T002","sorghum","2","155301263","155306242",0,699,577,88.735,512,"KXG22904"
"Zm00001d005036","Zm00001d005036_T002","sorghum","2","155301263","155306242",2.09e-131,472,364,90.385,329,"KXG22904"
"Zm00001d005036","Zm00001d005036_T002","sorghum","2","155301263","155306242",5e-58,228,138,96.377,133,"KXG22904"
"Zm00001d005036","Zm00001d005036_T002","sorghum","2","155301263","155306242",0,699,577,88.735,512,"EES15612"
"Zm00001d005036","Zm00001d005036_T002","sorghum","2","155301263","155306242",1.56e-157,558,392,92.347,362,"EES15612"
"Zm00001d005036","Zm00001d005036_T002","sorghum","2","155301263","155306242",5e-58,228,138,96.377,133,"EES15612"
"Zm00001d005036","Zm00001d005036_T002","brachypodium","2","155301263","155306242",9.19e-170,599,558,86.201,481,"PNT65545"
"Zm00001d005036","Zm00001d005036_T002","brachypodium","2","155301263","155306242",9.19e-170,599,558,86.201,481,"KQJ92509"
"Zm00001d005036","Zm00001d005036_T002","brachypodium","2","155301263","155306242",7.16e-166,586,556,85.971,478,"KQJ89488"
"Zm00001d005036","Zm00001d005036_T002","brachypodium","2","155301263","155306242",7.16e-166,586,556,85.971,478,"KQJ89489"
"Zm00001d005036","Zm00001d005036_T002","brachypodium","2","155301263","155306242",3.5e-129,464,392,88.01,345,"KQJ89489"
"Zm00001d005036","Zm00001d005036_T002","rice","2","155301263","155306242",4.34e-158,560,562,85.053,478,"Os11t0121400-01"
"Zm00001d005036","Zm00001d005036_T002","rice","2","155301263","155306242",1.59e-142,508,392,90.051,353,"Os11t0121400-01"
"Zm00001d005036","Zm00001d005036_T002","rice","2","155301263","155306242",4.34e-158,560,562,85.053,478,"Os12t0121100-01"
"Zm00001d005036","Zm00001d005036_T002","rice","2","155301263","155306242",4.69e-103,377,276,91.304,252,"Os12t0121100-01"
"Zm00001d005036","Zm00001d005036_T002","brachypodium","2","155301263","155306242",4.46e-138,494,378,90.212,341,"KQJ89490"
"Zm00001d005036","Zm00001d005036_T002","brachypodium","2","155301263","155306242",3.5e-129,464,392,88.01,345,"KQJ89490"
"Zm00001d005036","Zm00001d005036_T002","rice","2","155301263","155306242",2.11e-126,455,395,87.848,347,"Os11t0121500-01"
"Zm00001d005036","Zm00001d005036_T001","sorghum","2","155301263","155306209",0,1096,678,95.87,650,"EES09159"
"Zm00001d005036","Zm00001d005036_T001","sorghum","2","155301263","155306209",0,1009,625,95.84,599,"OQU82750"
"Zm00001d005036","Zm00001d005036_T001","setaria","2","155301263","155306209",0,979,678,92.773,629,"KQL24667"
"Zm00001d005036","Zm00001d005036_T001","setaria","2","155301263","155306209",0,979,678,92.773,629,"KQL24665"
"Zm00001d005036","Zm00001d005036_T001","setaria","2","155301263","155306209",0,979,678,92.773,629,"KQL24666"
"Zm00001d005036","Zm00001d005036_T001","sorghum","2","155301263","155306209",0,974,678,92.625,628,"EES15612"
"Zm00001d005036","Zm00001d005036_T001","sorghum","2","155301263","155306209",0,887,650,91.538,595,"KXG22904"
"Zm00001d005036","Zm00001d005036_T001","rice","2","155301263","155306209",0,819,678,88.496,600,"Os11t0121400-01"
"Zm00001d005036","Zm00001d005036_T001","brachypodium","2","155301263","155306209",0,813,678,88.348,599,"KQJ92509"
"Zm00001d005036","Zm00001d005036_T001","brachypodium","2","155301263","155306209",0,797,678,87.906,596,"KQJ89490"
"Zm00001d005036","Zm00001d005036_T001","brachypodium","2","155301263","155306209",0,797,678,87.906,596,"KQJ89489"
"Zm00001d005036","Zm00001d005036_T001","rice","2","155301263","155306209",0,688,562,88.79,499,"Os12t0121100-01"
"Zm00001d005036","Zm00001d005036_T001","rice","2","155301263","155306209",1.1e-126,455,395,87.848,347,"Os11t0121500-01"
"Zm00001d005036","Zm00001d005036_T001","brachypodium","2","155301263","155306209",5.17e-120,433,364,88.187,321,"PNT65545"
"Zm00001d005036","Zm00001d005036_T008","sorghum","2","155301498","155306254",0,1096,678,95.87,650,"EES09159"
"Zm00001d005036","Zm00001d005036_T008","sorghum","2","155301498","155306254",0,1009,625,95.84,599,"OQU82750"
"Zm00001d005036","Zm00001d005036_T008","setaria","2","155301498","155306254",0,979,678,92.773,629,"KQL24667"
"Zm00001d005036","Zm00001d005036_T008","setaria","2","155301498","155306254",0,979,678,92.773,629,"KQL24665"
"Zm00001d005036","Zm00001d005036_T008","setaria","2","155301498","155306254",0,979,678,92.773,629,"KQL24666"
"Zm00001d005036","Zm00001d005036_T008","sorghum","2","155301498","155306254",0,974,678,92.625,628,"EES15612"
"Zm00001d005036","Zm00001d005036_T008","sorghum","2","155301498","155306254",0,887,650,91.538,595,"KXG22904"
"Zm00001d005036","Zm00001d005036_T008","rice","2","155301498","155306254",0,819,678,88.496,600,"Os11t0121400-01"
"Zm00001d005036","Zm00001d005036_T008","brachypodium","2","155301498","155306254",0,813,678,88.348,599,"KQJ92509"
"Zm00001d005036","Zm00001d005036_T008","brachypodium","2","155301498","155306254",0,797,678,87.906,596,"KQJ89490"
"Zm00001d005036","Zm00001d005036_T008","brachypodium","2","155301498","155306254",0,797,678,87.906,596,"KQJ89489"
"Zm00001d005036","Zm00001d005036_T008","rice","2","155301498","155306254",0,688,562,88.79,499,"Os12t0121100-01"
"Zm00001d005036","Zm00001d005036_T008","rice","2","155301498","155306254",1.1e-126,455,395,87.848,347,"Os11t0121500-01"
"Zm00001d005036","Zm00001d005036_T008","brachypodium","2","155301498","155306254",5.17e-120,433,364,88.187,321,"PNT65545"
"Zm00001d005036","Zm00001d005036_T005","sorghum","2","155301407","155305833",0,856,614,91.857,564,"OQU82750"
"Zm00001d005036","Zm00001d005036_T005","sorghum","2","155301407","155305833",0,856,614,91.857,564,"EES09159"
"Zm00001d005036","Zm00001d005036_T005","setaria","2","155301407","155305833",0,802,609,90.476,551,"KQL24667"
"Zm00001d005036","Zm00001d005036_T005","setaria","2","155301407","155305833",0,802,609,90.476,551,"KQL24665"
"Zm00001d005036","Zm00001d005036_T005","setaria","2","155301407","155305833",0,802,609,90.476,551,"KQL24666"
"Zm00001d005036","Zm00001d005036_T005","sorghum","2","155301407","155305833",0,785,637,89.168,568,"KXG22904"
"Zm00001d005036","Zm00001d005036_T005","sorghum","2","155301407","155305833",0,785,637,89.168,568,"EES15612"
"Zm00001d005036","Zm00001d005036_T005","brachypodium","2","155301407","155305833",0,665,618,86.246,533,"PNT65545"
"Zm00001d005036","Zm00001d005036_T005","brachypodium","2","155301407","155305833",0,665,618,86.246,533,"KQJ92509"
"Zm00001d005036","Zm00001d005036_T005","brachypodium","2","155301407","155305833",0,662,616,86.364,532,"KQJ89488"
"Zm00001d005036","Zm00001d005036_T005","brachypodium","2","155301407","155305833",0,662,616,86.364,532,"KQJ89489"
"Zm00001d005036","Zm00001d005036_T005","rice","2","155301407","155305833",2.07e-178,627,622,85.209,530,"Os11t0121400-01"
"Zm00001d005036","Zm00001d005036_T005","rice","2","155301407","155305833",2.07e-178,627,622,85.209,530,"Os12t0121100-01"
"Zm00001d005036","Zm00001d005036_T005","brachypodium","2","155301407","155305833",3.53e-161,569,438,90.183,395,"KQJ89490"
"Zm00001d005036","Zm00001d005036_T003","sorghum","2","155301263","155306242",0,833,526,95.247,501,"EES09159"
"Zm00001d005036","Zm00001d005036_T003","sorghum","2","155301263","155306242",0,763,554,91.516,507,"EES09159"
"Zm00001d005036","Zm00001d005036_T003","sorghum","2","155301263","155306242",5.78e-63,244,138,98.551,136,"EES09159"
"Zm00001d005036","Zm00001d005036_T003","sorghum","2","155301263","155306242",0,763,554,91.516,507,"OQU82750"
"Zm00001d005036","Zm00001d005036_T003","sorghum","2","155301263","155306242",0,747,473,95.137,450,"OQU82750"
"Zm00001d005036","Zm00001d005036_T003","sorghum","2","155301263","155306242",5.78e-63,244,138,98.551,136,"OQU82750"
"Zm00001d005036","Zm00001d005036_T003","setaria","2","155301263","155306242",0,756,526,92.586,487,"KQL24667"
"Zm00001d005036","Zm00001d005036_T003","setaria","2","155301263","155306242",0,719,551,90.2,497,"KQL24667"
"Zm00001d005036","Zm00001d005036_T003","setaria","2","155301263","155306242",5.86e-53,211,138,94.203,130,"KQL24667"
"Zm00001d005036","Zm00001d005036_T003","setaria","2","155301263","155306242",0,756,526,92.586,487,"KQL24665"
"Zm00001d005036","Zm00001d005036_T003","setaria","2","155301263","155306242",0,719,551,90.2,497,"KQL24665"
"Zm00001d005036","Zm00001d005036_T003","setaria","2","155301263","155306242",5.86e-53,211,138,94.203,130,"KQL24665"
"Zm00001d005036","Zm00001d005036_T003","setaria","2","155301263","155306242",0,756,526,92.586,487,"KQL24666"
"Zm00001d005036","Zm00001d005036_T003","setaria","2","155301263","155306242",0,719,551,90.2,497,"KQL24666"
"Zm00001d005036","Zm00001d005036_T003","setaria","2","155301263","155306242",5.86e-53,211,138,94.203,130,"KQL24666"
"Zm00001d005036","Zm00001d005036_T003","sorghum","2","155301263","155306242",0,728,526,91.635,482,"EES15612"
"Zm00001d005036","Zm00001d005036_T003","sorghum","2","155301263","155306242",0,699,577,88.735,512,"EES15612"
"Zm00001d005036","Zm00001d005036_T003","sorghum","2","155301263","155306242",5.82e-58,228,138,96.377,133,"EES15612"
"Zm00001d005036","Zm00001d005036_T003","sorghum","2","155301263","155306242",0,699,577,88.735,512,"KXG22904"
"Zm00001d005036","Zm00001d005036_T003","sorghum","2","155301263","155306242",0,641,498,90.161,449,"KXG22904"
"Zm00001d005036","Zm00001d005036_T003","sorghum","2","155301263","155306242",5.82e-58,228,138,96.377,133,"KXG22904"
"Zm00001d005036","Zm00001d005036_T003","rice","2","155301263","155306242",0,658,527,89.184,470,"Os11t0121400-01"
"Zm00001d005036","Zm00001d005036_T003","rice","2","155301263","155306242",5.05e-158,560,562,85.053,478,"Os11t0121400-01"
"Zm00001d005036","Zm00001d005036_T003","brachypodium","2","155301263","155306242",0,640,526,88.593,466,"KQJ92509"
"Zm00001d005036","Zm00001d005036_T003","brachypodium","2","155301263","155306242",1.07e-169,599,558,86.201,481,"KQJ92509"
"Zm00001d005036","Zm00001d005036_T003","brachypodium","2","155301263","155306242",6.4e-172,606,526,87.452,460,"KQJ89490"
"Zm00001d005036","Zm00001d005036_T003","brachypodium","2","155301263","155306242",5.2e-138,494,378,90.212,341,"KQJ89490"
"Zm00001d005036","Zm00001d005036_T003","brachypodium","2","155301263","155306242",6.4e-172,606,526,87.452,460,"KQJ89489"
"Zm00001d005036","Zm00001d005036_T003","brachypodium","2","155301263","155306242",8.34e-166,586,556,85.971,478,"KQJ89489"
"Zm00001d005036","Zm00001d005036_T003","brachypodium","2","155301263","155306242",1.07e-169,599,558,86.201,481,"PNT65545"
"Zm00001d005036","Zm00001d005036_T003","brachypodium","2","155301263","155306242",2.06e-67,259,212,88.679,188,"PNT65545"
"Zm00001d005036","Zm00001d005036_T003","brachypodium","2","155301263","155306242",8.34e-166,586,556,85.971,478,"KQJ89488"
"Zm00001d005036","Zm00001d005036_T003","rice","2","155301263","155306242",5.05e-158,560,562,85.053,478,"Os12t0121100-01"
"Zm00001d005036","Zm00001d005036_T003","rice","2","155301263","155306242",5.12e-148,527,411,89.781,369,"Os12t0121100-01"
"Zm00001d005036","Zm00001d005036_T003","rice","2","155301263","155306242",2.45e-126,455,395,87.848,347,"Os11t0121500-01"
"Zm00001d005036","Zm00001d005036_T009","sorghum","2","155301540","155306056",0,856,614,91.857,564,"OQU82750"
"Zm00001d005036","Zm00001d005036_T009","sorghum","2","155301540","155306056",0,856,614,91.857,564,"EES09159"
"Zm00001d005036","Zm00001d005036_T009","setaria","2","155301540","155306056",0,802,609,90.476,551,"KQL24667"
"Zm00001d005036","Zm00001d005036_T009","setaria","2","155301540","155306056",0,802,609,90.476,551,"KQL24665"
"Zm00001d005036","Zm00001d005036_T009","setaria","2","155301540","155306056",0,802,609,90.476,551,"KQL24666"
"Zm00001d005036","Zm00001d005036_T009","sorghum","2","155301540","155306056",0,785,637,89.168,568,"KXG22904"
"Zm00001d005036","Zm00001d005036_T009","sorghum","2","155301540","155306056",0,785,637,89.168,568,"EES15612"
"Zm00001d005036","Zm00001d005036_T009","brachypodium","2","155301540","155306056",0,665,618,86.246,533,"PNT65545"
"Zm00001d005036","Zm00001d005036_T009","brachypodium","2","155301540","155306056",0,665,618,86.246,533,"KQJ92509"
"Zm00001d005036","Zm00001d005036_T009","brachypodium","2","155301540","155306056",0,662,616,86.364,532,"KQJ89488"
"Zm00001d005036","Zm00001d005036_T009","brachypodium","2","155301540","155306056",0,662,616,86.364,532,"KQJ89489"
"Zm00001d005036","Zm00001d005036_T009","rice","2","155301540","155306056",2.07e-178,627,622,85.209,530,"Os11t0121400-01"
"Zm00001d005036","Zm00001d005036_T009","rice","2","155301540","155306056",2.07e-178,627,622,85.209,530,"Os12t0121100-01"
"Zm00001d005036","Zm00001d005036_T009","brachypodium","2","155301540","155306056",3.53e-161,569,438,90.183,395,"KQJ89490"
"Zm00001d005036","Zm00001d005036_T004","sorghum","2","155301407","155304901",0,1057,678,94.985,644,"EES09159"
"Zm00001d005036","Zm00001d005036_T004","sorghum","2","155301407","155304901",0,970,625,94.88,593,"OQU82750"
"Zm00001d005036","Zm00001d005036_T004","setaria","2","155301407","155304901",0,941,678,91.888,623,"KQL24667"
"Zm00001d005036","Zm00001d005036_T004","setaria","2","155301407","155304901",0,941,678,91.888,623,"KQL24665"
"Zm00001d005036","Zm00001d005036_T004","setaria","2","155301407","155304901",0,941,678,91.888,623,"KQL24666"
"Zm00001d005036","Zm00001d005036_T004","sorghum","2","155301407","155304901",0,935,678,91.74,622,"EES15612"
"Zm00001d005036","Zm00001d005036_T004","sorghum","2","155301407","155304901",0,848,650,90.615,589,"KXG22904"
"Zm00001d005036","Zm00001d005036_T004","rice","2","155301407","155304901",0,785,678,87.758,595,"Os11t0121400-01"
"Zm00001d005036","Zm00001d005036_T004","brachypodium","2","155301407","155304901",0,780,678,87.611,594,"KQJ92509"
"Zm00001d005036","Zm00001d005036_T004","brachypodium","2","155301407","155304901",0,763,678,87.168,591,"KQJ89490"
"Zm00001d005036","Zm00001d005036_T004","brachypodium","2","155301407","155304901",0,763,678,87.168,591,"KQJ89489"
"Zm00001d005036","Zm00001d005036_T004","rice","2","155301407","155304901",0,654,562,87.9,494,"Os12t0121100-01"
"Zm00001d005036","Zm00001d005036_T004","rice","2","155301407","155304901",1.09e-126,455,395,87.848,347,"Os11t0121500-01"
"Zm00001d005036","Zm00001d005036_T004","brachypodium","2","155301407","155304901",5.2e-110,399,364,86.813,316,"PNT65545"
"Zm00001d025495","Zm00001d025495_T002","sorghum","10","120568381","120570638",1.65e-62,241,154,94.805,146,"EER91323"
"Zm00001d025495","Zm00001d025495_T002","sorghum","10","120568381","120570638",4.92e-13,76.8,53,92.453,49,"EER91323"
"Zm00001d025495","Zm00001d025495_T002","sorghum","10","120568381","120570638",7.68e-61,235,154,94.156,145,"KXG29962"
"Zm00001d025495","Zm00001d025495_T002","sorghum","10","120568381","120570638",7.68e-61,235,154,94.156,145,"EES04875"
"Zm00001d025495","Zm00001d025495_T002","setaria","10","120568381","120570638",1.66e-57,224,154,92.857,143,"KQK97014"
"Zm00001d025495","Zm00001d025495_T002","setaria","10","120568381","120570638",1.66e-57,224,154,92.857,143,"KQK97015"
"Zm00001d025495","Zm00001d025495_T002","sorghum","10","120568381","120570638",2.23e-31,137,80,97.5,78,"EER93022"
"Zm00001d025495","Zm00001d025495_T002","setaria","10","120568381","120570638",1.75e-22,108,79,91.139,72,"KQK93060"
"Zm00001d025495","Zm00001d025495_T002","setaria","10","120568381","120570638",1.75e-22,108,79,91.139,72,"KQK93061"
"Zm00001d025495","Zm00001d025495_T002","setaria","10","120568381","120570638",3.78e-19,97.1,58,96.552,56,"KQK97008"
"Zm00001d025495","Zm00001d025495_T001","sorghum","10","120566590","120570638",1.65e-62,241,154,94.805,146,"EER91323"
"Zm00001d025495","Zm00001d025495_T001","sorghum","10","120566590","120570638",4.92e-13,76.8,53,92.453,49,"EER91323"
"Zm00001d025495","Zm00001d025495_T001","sorghum","10","120566590","120570638",7.68e-61,235,154,94.156,145,"KXG29962"
"Zm00001d025495","Zm00001d025495_T001","sorghum","10","120566590","120570638",7.68e-61,235,154,94.156,145,"EES04875"
"Zm00001d025495","Zm00001d025495_T001","setaria","10","120566590","120570638",1.66e-57,224,154,92.857,143,"KQK97014"
"Zm00001d025495","Zm00001d025495_T001","setaria","10","120566590","120570638",1.66e-57,224,154,92.857,143,"KQK97015"
"Zm00001d025495","Zm00001d025495_T001","sorghum","10","120566590","120570638",2.23e-31,137,80,97.5,78,"EER93022"
"Zm00001d025495","Zm00001d025495_T001","setaria","10","120566590","120570638",1.75e-22,108,79,91.139,72,"KQK93060"
"Zm00001d025495","Zm00001d025495_T001","setaria","10","120566590","120570638",1.75e-22,108,79,91.139,72,"KQK93061"
"Zm00001d025495","Zm00001d025495_T001","setaria","10","120566590","120570638",3.78e-19,97.1,58,96.552,56,"KQK97008"
"Zm00001d039768","Zm00001d039768_T002","sorghum","3","14322551","14330034",0,749,522,92.72,484,"OQU86270"
"Zm00001d039768","Zm00001d039768_T002","sorghum","3","14322551","14330034",0,749,522,92.72,484,"KXG31818"
"Zm00001d039768","Zm00001d039768_T002","setaria","3","14322551","14330034",0,704,522,91.188,476,"KQL04507"
"Zm00001d039768","Zm00001d039768_T002","rice","3","14322551","14330034",3.81e-145,516,495,85.657,424,"Os01t0159400-01"
"Zm00001d039768","Zm00001d039768_T003","sorghum","3","14322603","14330117",0,1799,1297,91.75,1190,"OQU86270"
"Zm00001d039768","Zm00001d039768_T003","sorghum","3","14322603","14330117",0,1799,1297,91.75,1190,"KXG31818"
"Zm00001d039768","Zm00001d039768_T003","setaria","3","14322603","14330117",0,1674,1284,90.187,1158,"KQL04507"
"Zm00001d039768","Zm00001d039768_T003","rice","3","14322603","14330117",0,1225,1278,83.959,1073,"Os01t0159400-01"
"Zm00001d039768","Zm00001d039768_T001","sorghum","3","14322487","14330115",0,1810,1312,91.616,1202,"OQU86270"
"Zm00001d039768","Zm00001d039768_T001","sorghum","3","14322487","14330115",0,1810,1312,91.616,1202,"KXG31818"
"Zm00001d039768","Zm00001d039768_T001","setaria","3","14322487","14330115",0,1681,1309,89.84,1176,"KQL04507"
"Zm00001d039768","Zm00001d039768_T001","rice","3","14322487","14330115",0,1225,1278,83.959,1073,"Os01t0159400-01"
"Zm00001d045551","Zm00001d045551_T004","sorghum","9","26531799","26540135",0,3910,2752,92.442,2544,"OQU75704"
"Zm00001d045551","Zm00001d045551_T004","sorghum","9","26531799","26540135",2.96e-64,250,174,92.529,161,"OQU75704"
"Zm00001d045551","Zm00001d045551_T004","sorghum","9","26531799","26540135",0,3910,2752,92.442,2544,"OQU75705"
"Zm00001d045551","Zm00001d045551_T004","sorghum","9","26531799","26540135",2.96e-64,250,174,92.529,161,"OQU75705"
"Zm00001d045551","Zm00001d045551_T004","sorghum","9","26531799","26540135",0,3591,2465,92.982,2292,"OQU75702"
"Zm00001d045551","Zm00001d045551_T004","sorghum","9","26531799","26540135",8.17e-70,268,241,87.967,212,"OQU75702"
"Zm00001d045551","Zm00001d045551_T004","sorghum","9","26531799","26540135",2.96e-64,250,174,92.529,161,"OQU75702"
"Zm00001d045551","Zm00001d045551_T004","sorghum","9","26531799","26540135",0,3591,2465,92.982,2292,"OQU75703"
"Zm00001d045551","Zm00001d045551_T004","sorghum","9","26531799","26540135",8.17e-70,268,241,87.967,212,"OQU75703"
"Zm00001d045551","Zm00001d045551_T004","sorghum","9","26531799","26540135",2.96e-64,250,174,92.529,161,"OQU75703"
"Zm00001d045551","Zm00001d045551_T004","sorghum","9","26531799","26540135",0,3515,2482,92.345,2292,"OQU75701"
"Zm00001d045551","Zm00001d045551_T004","sorghum","9","26531799","26540135",2.96e-64,250,174,92.529,161,"OQU75701"
