"gene","trans","speciesMatch","chr","five_prime_UTR","three_prime_UTR","evalue","bitScore","rawValue","percentMatch","other","proteinMatch"
"Zm00001d045551","Zm00001d045551_T042","sorghum","9","26531896","26539665",0,2682,1877,92.488,1736,"OQU75702"
"Zm00001d045551","Zm00001d045551_T042","sorghum","9","26531896","26539665",0,2682,1877,92.488,1736,"OQU75703"
"Zm00001d045551","Zm00001d045551_T042","sorghum","9","26531896","26539665",0,2682,1877,92.488,1736,"OQU75704"
"Zm00001d045551","Zm00001d045551_T042","sorghum","9","26531896","26539665",0,2682,1877,92.488,1736,"OQU75705"
"Zm00001d045551","Zm00001d045551_T042","sorghum","9","26531896","26539665",0,2287,1607,92.346,1484,"OQU75699"
"Zm00001d045551","Zm00001d045551_T042","sorghum","9","26531896","26539665",0,2287,1607,92.346,1484,"OQU75701"
"Zm00001d045551","Zm00001d045551_T042","sorghum","9","26531896","26539665",0,2287,1607,92.346,1484,"OQU75700"
"Zm00001d045551","Zm00001d045551_T042","sorghum","9","26531896","26539665",0,2287,1607,92.346,1484,"OQU75698"
"Zm00001d045551","Zm00001d045551_T042","setaria","9","26531896","26539665",0,1858,1782,85.69,1527,"KQL08990"
"Zm00001d045551","Zm00001d045551_T042","brachypodium","9","26531896","26539665",0,1192,1900,78.316,1488,"KQK19747"
"Zm00001d045551","Zm00001d045551_T042","rice","9","26531896","26539665",0,1066,1336,81.362,1087,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T014","sorghum","9","26531820","26539356",0,2202,1506,93.094,1402,"OQU75702"
"Zm00001d045551","Zm00001d045551_T014","sorghum","9","26531820","26539356",0,2202,1506,93.094,1402,"OQU75703"
"Zm00001d045551","Zm00001d045551_T014","sorghum","9","26531820","26539356",0,2202,1506,93.094,1402,"OQU75704"
"Zm00001d045551","Zm00001d045551_T014","sorghum","9","26531820","26539356",0,2202,1506,93.094,1402,"OQU75705"
"Zm00001d045551","Zm00001d045551_T014","sorghum","9","26531820","26539356",0,1807,1236,93.042,1150,"OQU75699"
"Zm00001d045551","Zm00001d045551_T014","sorghum","9","26531820","26539356",0,1807,1236,93.042,1150,"OQU75701"
"Zm00001d045551","Zm00001d045551_T014","sorghum","9","26531820","26539356",0,1807,1236,93.042,1150,"OQU75700"
"Zm00001d045551","Zm00001d045551_T014","sorghum","9","26531820","26539356",0,1807,1236,93.042,1150,"OQU75698"
"Zm00001d045551","Zm00001d045551_T014","setaria","9","26531820","26539356",0,1581,1402,87.161,1222,"KQL08990"
"Zm00001d045551","Zm00001d045551_T014","brachypodium","9","26531820","26539356",0,1319,1959,79.173,1551,"KQK19747"
"Zm00001d045551","Zm00001d045551_T014","rice","9","26531820","26539356",0,1210,1649,80.23,1323,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T020","sorghum","9","26531820","26539681",0,3400,2335,92.976,2171,"OQU75702"
"Zm00001d045551","Zm00001d045551_T020","sorghum","9","26531820","26539681",0,3400,2335,92.976,2171,"OQU75703"
"Zm00001d045551","Zm00001d045551_T020","sorghum","9","26531820","26539681",0,3400,2335,92.976,2171,"OQU75704"
"Zm00001d045551","Zm00001d045551_T020","sorghum","9","26531820","26539681",0,3400,2335,92.976,2171,"OQU75705"
"Zm00001d045551","Zm00001d045551_T020","sorghum","9","26531820","26539681",0,3005,2065,92.93,1919,"OQU75699"
"Zm00001d045551","Zm00001d045551_T020","sorghum","9","26531820","26539681",0,3005,2065,92.93,1919,"OQU75701"
"Zm00001d045551","Zm00001d045551_T020","sorghum","9","26531820","26539681",0,3005,2065,92.93,1919,"OQU75700"
"Zm00001d045551","Zm00001d045551_T020","sorghum","9","26531820","26539681",0,3005,2065,92.93,1919,"OQU75698"
"Zm00001d045551","Zm00001d045551_T020","setaria","9","26531820","26539681",0,2510,2250,86.978,1957,"KQL08990"
"Zm00001d045551","Zm00001d045551_T020","brachypodium","9","26531820","26539681",0,1930,2955,78.849,2330,"KQK19747"
"Zm00001d045551","Zm00001d045551_T020","rice","9","26531820","26539681",0,1210,1649,80.23,1323,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T054","sorghum","9","26532321","26539830",0,3400,2335,92.976,2171,"OQU75702"
"Zm00001d045551","Zm00001d045551_T054","sorghum","9","26532321","26539830",0,3400,2335,92.976,2171,"OQU75703"
"Zm00001d045551","Zm00001d045551_T054","sorghum","9","26532321","26539830",0,3400,2335,92.976,2171,"OQU75704"
"Zm00001d045551","Zm00001d045551_T054","sorghum","9","26532321","26539830",0,3400,2335,92.976,2171,"OQU75705"
"Zm00001d045551","Zm00001d045551_T054","sorghum","9","26532321","26539830",0,3005,2065,92.93,1919,"OQU75699"
"Zm00001d045551","Zm00001d045551_T054","sorghum","9","26532321","26539830",0,3005,2065,92.93,1919,"OQU75701"
"Zm00001d045551","Zm00001d045551_T054","sorghum","9","26532321","26539830",0,3005,2065,92.93,1919,"OQU75700"
"Zm00001d045551","Zm00001d045551_T054","sorghum","9","26532321","26539830",0,3005,2065,92.93,1919,"OQU75698"
"Zm00001d045551","Zm00001d045551_T054","setaria","9","26532321","26539830",0,2510,2250,86.978,1957,"KQL08990"
"Zm00001d045551","Zm00001d045551_T054","brachypodium","9","26532321","26539830",0,1688,2362,79.89,1887,"KQK19747"
"Zm00001d045551","Zm00001d045551_T054","rice","9","26532321","26539830",0,1066,1336,81.362,1087,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",0,3515,2482,92.345,2292,"OQU75704"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",2.26e-64,250,174,92.529,161,"OQU75704"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",0,3515,2482,92.345,2292,"OQU75701"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",2.26e-64,250,174,92.529,161,"OQU75701"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",0,3515,2482,92.345,2292,"OQU75705"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",2.26e-64,250,174,92.529,161,"OQU75705"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",0,3515,2482,92.345,2292,"OQU75700"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",2.26e-64,250,174,92.529,161,"OQU75700"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",0,3195,2195,92.938,2040,"OQU75699"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",6.23e-70,268,241,87.967,212,"OQU75699"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",2.26e-64,250,174,92.529,161,"OQU75699"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",0,3195,2195,92.938,2040,"OQU75702"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",6.23e-70,268,241,87.967,212,"OQU75702"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",2.26e-64,250,174,92.529,161,"OQU75702"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",0,3195,2195,92.938,2040,"OQU75703"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",6.23e-70,268,241,87.967,212,"OQU75703"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",2.26e-64,250,174,92.529,161,"OQU75703"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",0,3195,2195,92.938,2040,"OQU75698"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",6.23e-70,268,241,87.967,212,"OQU75698"
"Zm00001d045551","Zm00001d045551_T001","sorghum","9","26531799","26539648",2.26e-64,250,174,92.529,161,"OQU75698"
"Zm00001d045551","Zm00001d045551_T001","setaria","9","26531799","26539648",0,2712,2409,87.173,2100,"KQL08990"
"Zm00001d045551","Zm00001d045551_T001","brachypodium","9","26531799","26539648",0,1640,2412,79.229,1911,"KQK19747"
"Zm00001d045551","Zm00001d045551_T001","rice","9","26531799","26539648",0,915,1207,80.613,973,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T001","rice","9","26531799","26539648",0,743,1058,79.584,842,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T001","rice","9","26531799","26539648",2.39e-24,117,102,87.255,89,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T036","sorghum","9","26531820","26540096",0,3400,2335,92.976,2171,"OQU75702"
"Zm00001d045551","Zm00001d045551_T036","sorghum","9","26531820","26540096",0,3400,2335,92.976,2171,"OQU75703"
"Zm00001d045551","Zm00001d045551_T036","sorghum","9","26531820","26540096",0,3400,2335,92.976,2171,"OQU75704"
"Zm00001d045551","Zm00001d045551_T036","sorghum","9","26531820","26540096",0,3400,2335,92.976,2171,"OQU75705"
"Zm00001d045551","Zm00001d045551_T036","sorghum","9","26531820","26540096",0,3005,2065,92.93,1919,"OQU75699"
"Zm00001d045551","Zm00001d045551_T036","sorghum","9","26531820","26540096",0,3005,2065,92.93,1919,"OQU75701"
"Zm00001d045551","Zm00001d045551_T036","sorghum","9","26531820","26540096",0,3005,2065,92.93,1919,"OQU75700"
"Zm00001d045551","Zm00001d045551_T036","sorghum","9","26531820","26540096",0,3005,2065,92.93,1919,"OQU75698"
"Zm00001d045551","Zm00001d045551_T036","setaria","9","26531820","26540096",0,2510,2250,86.978,1957,"KQL08990"
"Zm00001d045551","Zm00001d045551_T036","brachypodium","9","26531820","26540096",0,1930,2955,78.849,2330,"KQK19747"
"Zm00001d045551","Zm00001d045551_T036","rice","9","26531820","26540096",0,1210,1649,80.23,1323,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",0,3783,2674,92.334,2469,"OQU75704"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",2.42e-64,250,174,92.529,161,"OQU75704"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",0,3783,2674,92.334,2469,"OQU75705"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",2.42e-64,250,174,92.529,161,"OQU75705"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",0,3515,2482,92.345,2292,"OQU75701"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",2.42e-64,250,174,92.529,161,"OQU75701"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",0,3515,2482,92.345,2292,"OQU75700"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",2.42e-64,250,174,92.529,161,"OQU75700"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",0,3463,2387,92.878,2217,"OQU75702"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",6.68e-70,268,241,87.967,212,"OQU75702"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",2.42e-64,250,174,92.529,161,"OQU75702"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",0,3463,2387,92.878,2217,"OQU75703"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",6.68e-70,268,241,87.967,212,"OQU75703"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",2.42e-64,250,174,92.529,161,"OQU75703"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",0,3195,2195,92.938,2040,"OQU75699"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",6.68e-70,268,241,87.967,212,"OQU75699"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",2.42e-64,250,174,92.529,161,"OQU75699"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",0,3195,2195,92.938,2040,"OQU75698"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",6.68e-70,268,241,87.967,212,"OQU75698"
"Zm00001d045551","Zm00001d045551_T068","sorghum","9","26533038","26540137",2.42e-64,250,174,92.529,161,"OQU75698"
"Zm00001d045551","Zm00001d045551_T068","setaria","9","26533038","26540137",0,2959,2575,87.612,2256,"KQL08990"
"Zm00001d045551","Zm00001d045551_T068","brachypodium","9","26533038","26540137",0,1840,2601,79.7,2073,"KQK19747"
"Zm00001d045551","Zm00001d045551_T068","rice","9","26533038","26540137",0,972,1258,80.922,1018,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T068","rice","9","26533038","26540137",0,915,1207,80.613,973,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T068","rice","9","26533038","26540137",2.56e-24,117,102,87.255,89,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T030","sorghum","9","26531820","26540018",0,3400,2335,92.976,2171,"OQU75702"
"Zm00001d045551","Zm00001d045551_T030","sorghum","9","26531820","26540018",0,3400,2335,92.976,2171,"OQU75703"
"Zm00001d045551","Zm00001d045551_T030","sorghum","9","26531820","26540018",0,3400,2335,92.976,2171,"OQU75704"
"Zm00001d045551","Zm00001d045551_T030","sorghum","9","26531820","26540018",0,3400,2335,92.976,2171,"OQU75705"
"Zm00001d045551","Zm00001d045551_T030","sorghum","9","26531820","26540018",0,3005,2065,92.93,1919,"OQU75699"
"Zm00001d045551","Zm00001d045551_T030","sorghum","9","26531820","26540018",0,3005,2065,92.93,1919,"OQU75701"
"Zm00001d045551","Zm00001d045551_T030","sorghum","9","26531820","26540018",0,3005,2065,92.93,1919,"OQU75700"
"Zm00001d045551","Zm00001d045551_T030","sorghum","9","26531820","26540018",0,3005,2065,92.93,1919,"OQU75698"
"Zm00001d045551","Zm00001d045551_T030","setaria","9","26531820","26540018",0,2510,2250,86.978,1957,"KQL08990"
"Zm00001d045551","Zm00001d045551_T030","brachypodium","9","26531820","26540018",0,1930,2955,78.849,2330,"KQK19747"
"Zm00001d045551","Zm00001d045551_T030","rice","9","26531820","26540018",0,1210,1649,80.23,1323,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",0,3910,2752,92.442,2544,"OQU75704"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",2.49e-64,250,174,92.529,161,"OQU75704"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",0,3910,2752,92.442,2544,"OQU75705"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",2.49e-64,250,174,92.529,161,"OQU75705"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",0,3591,2465,92.982,2292,"OQU75702"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",6.86e-70,268,241,87.967,212,"OQU75702"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",2.49e-64,250,174,92.529,161,"OQU75702"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",0,3591,2465,92.982,2292,"OQU75703"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",6.86e-70,268,241,87.967,212,"OQU75703"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",2.49e-64,250,174,92.529,161,"OQU75703"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",0,3515,2482,92.345,2292,"OQU75701"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",2.49e-64,250,174,92.529,161,"OQU75701"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",0,3515,2482,92.345,2292,"OQU75700"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",2.49e-64,250,174,92.529,161,"OQU75700"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",0,3195,2195,92.938,2040,"OQU75699"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",6.86e-70,268,241,87.967,212,"OQU75699"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",2.49e-64,250,174,92.529,161,"OQU75699"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",0,3195,2195,92.938,2040,"OQU75698"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",6.86e-70,268,241,87.967,212,"OQU75698"
"Zm00001d045551","Zm00001d045551_T018","sorghum","9","26531820","26539669",2.49e-64,250,174,92.529,161,"OQU75698"
"Zm00001d045551","Zm00001d045551_T018","setaria","9","26531820","26539669",0,2959,2575,87.612,2256,"KQL08990"
"Zm00001d045551","Zm00001d045551_T018","brachypodium","9","26531820","26539669",0,1929,2679,79.918,2141,"KQK19747"
"Zm00001d045551","Zm00001d045551_T018","rice","9","26531820","26539669",0,1066,1336,81.362,1087,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T018","rice","9","26531820","26539669",0,915,1207,80.613,973,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T018","rice","9","26531820","26539669",2.63e-24,117,102,87.255,89,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",0,3869,2761,92.141,2544,"OQU75704"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",2.99e-64,250,174,92.529,161,"OQU75704"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",0,3869,2761,92.141,2544,"OQU75705"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",2.99e-64,250,174,92.529,161,"OQU75705"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",0,3550,2474,92.643,2292,"OQU75702"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",8.25e-70,268,241,87.967,212,"OQU75702"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",2.99e-64,250,174,92.529,161,"OQU75702"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",0,3550,2474,92.643,2292,"OQU75703"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",8.25e-70,268,241,87.967,212,"OQU75703"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",2.99e-64,250,174,92.529,161,"OQU75703"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",0,3515,2482,92.345,2292,"OQU75701"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",2.99e-64,250,174,92.529,161,"OQU75701"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",0,3515,2482,92.345,2292,"OQU75700"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",2.99e-64,250,174,92.529,161,"OQU75700"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",0,3195,2195,92.938,2040,"OQU75699"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",8.25e-70,268,241,87.967,212,"OQU75699"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",2.99e-64,250,174,92.529,161,"OQU75699"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",0,3195,2195,92.938,2040,"OQU75698"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",8.25e-70,268,241,87.967,212,"OQU75698"
"Zm00001d045551","Zm00001d045551_T032","sorghum","9","26531820","26540064",2.99e-64,250,174,92.529,161,"OQU75698"
"Zm00001d045551","Zm00001d045551_T032","setaria","9","26531820","26540064",0,2959,2575,87.612,2256,"KQL08990"
"Zm00001d045551","Zm00001d045551_T032","brachypodium","9","26531820","26540064",0,2128,3281,78.756,2584,"KQK19747"
"Zm00001d045551","Zm00001d045551_T032","rice","9","26531820","26540064",0,1170,1658,79.795,1323,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T032","rice","9","26531820","26540064",0,915,1207,80.613,973,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T032","rice","9","26531820","26540064",3.16e-24,117,102,87.255,89,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T010","sorghum","9","26531818","26539678",0,3400,2335,92.976,2171,"OQU75702"
"Zm00001d045551","Zm00001d045551_T010","sorghum","9","26531818","26539678",0,3400,2335,92.976,2171,"OQU75703"
"Zm00001d045551","Zm00001d045551_T010","sorghum","9","26531818","26539678",0,3400,2335,92.976,2171,"OQU75704"
"Zm00001d045551","Zm00001d045551_T010","sorghum","9","26531818","26539678",0,3400,2335,92.976,2171,"OQU75705"
"Zm00001d045551","Zm00001d045551_T010","sorghum","9","26531818","26539678",0,3005,2065,92.93,1919,"OQU75699"
"Zm00001d045551","Zm00001d045551_T010","sorghum","9","26531818","26539678",0,3005,2065,92.93,1919,"OQU75701"
"Zm00001d045551","Zm00001d045551_T010","sorghum","9","26531818","26539678",0,3005,2065,92.93,1919,"OQU75700"
"Zm00001d045551","Zm00001d045551_T010","sorghum","9","26531818","26539678",0,3005,2065,92.93,1919,"OQU75698"
"Zm00001d045551","Zm00001d045551_T010","setaria","9","26531818","26539678",0,2510,2250,86.978,1957,"KQL08990"
"Zm00001d045551","Zm00001d045551_T010","brachypodium","9","26531818","26539678",0,1930,2955,78.849,2330,"KQK19747"
"Zm00001d045551","Zm00001d045551_T010","rice","9","26531818","26539678",0,1210,1649,80.23,1323,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",0,3910,2752,92.442,2544,"OQU75704"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",2.98e-64,250,174,92.529,161,"OQU75704"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",0,3910,2752,92.442,2544,"OQU75705"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",2.98e-64,250,174,92.529,161,"OQU75705"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",0,3591,2465,92.982,2292,"OQU75702"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",8.23e-70,268,241,87.967,212,"OQU75702"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",2.98e-64,250,174,92.529,161,"OQU75702"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",0,3591,2465,92.982,2292,"OQU75703"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",8.23e-70,268,241,87.967,212,"OQU75703"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",2.98e-64,250,174,92.529,161,"OQU75703"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",0,3515,2482,92.345,2292,"OQU75701"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",2.98e-64,250,174,92.529,161,"OQU75701"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",0,3515,2482,92.345,2292,"OQU75700"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",2.98e-64,250,174,92.529,161,"OQU75700"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",0,3195,2195,92.938,2040,"OQU75699"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",8.23e-70,268,241,87.967,212,"OQU75699"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",2.98e-64,250,174,92.529,161,"OQU75699"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",0,3195,2195,92.938,2040,"OQU75698"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",8.23e-70,268,241,87.967,212,"OQU75698"
"Zm00001d045551","Zm00001d045551_T005","sorghum","9","26531799","26540135",2.98e-64,250,174,92.529,161,"OQU75698"
"Zm00001d045551","Zm00001d045551_T005","setaria","9","26531799","26540135",0,2959,2575,87.612,2256,"KQL08990"
"Zm00001d045551","Zm00001d045551_T005","brachypodium","9","26531799","26540135",0,2170,3272,78.973,2584,"KQK19747"
"Zm00001d045551","Zm00001d045551_T005","rice","9","26531799","26540135",0,1210,1649,80.23,1323,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T005","rice","9","26531799","26540135",0,915,1207,80.613,973,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T005","rice","9","26531799","26540135",3.15e-24,117,102,87.255,89,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T040","sorghum","9","26531825","26540112",0,2202,1506,93.094,1402,"OQU75702"
"Zm00001d045551","Zm00001d045551_T040","sorghum","9","26531825","26540112",0,2202,1506,93.094,1402,"OQU75703"
"Zm00001d045551","Zm00001d045551_T040","sorghum","9","26531825","26540112",0,2202,1506,93.094,1402,"OQU75704"
"Zm00001d045551","Zm00001d045551_T040","sorghum","9","26531825","26540112",0,2202,1506,93.094,1402,"OQU75705"
"Zm00001d045551","Zm00001d045551_T040","sorghum","9","26531825","26540112",0,1807,1236,93.042,1150,"OQU75699"
"Zm00001d045551","Zm00001d045551_T040","sorghum","9","26531825","26540112",0,1807,1236,93.042,1150,"OQU75701"
"Zm00001d045551","Zm00001d045551_T040","sorghum","9","26531825","26540112",0,1807,1236,93.042,1150,"OQU75700"
"Zm00001d045551","Zm00001d045551_T040","sorghum","9","26531825","26540112",0,1807,1236,93.042,1150,"OQU75698"
"Zm00001d045551","Zm00001d045551_T040","setaria","9","26531825","26540112",0,1581,1402,87.161,1222,"KQL08990"
"Zm00001d045551","Zm00001d045551_T040","brachypodium","9","26531825","26540112",0,1319,1959,79.173,1551,"KQK19747"
"Zm00001d045551","Zm00001d045551_T040","rice","9","26531825","26540112",0,1210,1649,80.23,1323,"Os06t0111600-01"
"Zm00001d045551","Zm00001d045551_T025","sorghum","9","26531820","26539830",0,3515,2482,92.345,2292,"OQU75704"
"Zm00001d045551","Zm00001d045551_T025","sorghum","9","26531820","26539830",2.26e-64,250,174,92.529,161,"OQU75704"
"Zm00001d045551","Zm00001d045551_T025","sorghum","9","26531820","26539830",0,3515,2482,92.345,2292,"OQU75701"
"Zm00001d045551","Zm00001d045551_T025","sorghum","9","26531820","26539830",2.26e-64,250,174,92.529,161,"OQU75701"
"Zm00001d045551","Zm00001d045551_T025","sorghum","9","26531820","26539830",0,3515,2482,92.345,2292,"OQU75705"
"Zm00001d045551","Zm00001d045551_T025","sorghum","9","26531820","26539830",2.26e-64,250,174,92.529,161,"OQU75705"
"Zm00001d045551","Zm00001d045551_T025","sorghum","9","26531820","26539830",0,3515,2482,92.345,2292,"OQU75700"
"Zm00001d045551","Zm00001d045551_T025","sorghum","9","26531820","26539830",2.26e-64,250,174,92.529,161,"OQU75700"
"Zm00001d045551","Zm00001d045551_T025","sorghum","9","26531820","26539830",0,3195,2195,92.938,2040,"OQU75699"
"Zm00001d045551","Zm00001d045551_T025","sorghum","9","26531820","26539830",6.23e-70,268,241,87.967,212,"OQU75699"
"Zm00001d045551","Zm00001d045551_T025","sorghum","9","26531820","26539830",2.26e-64,250,174,92.529,161,"OQU75699"
"Zm00001d045551","Zm00001d045551_T025","sorghum","9","26531820","26539830",0,3195,2195,92.938,2040,"OQU75702"
"Zm00001d045551","Zm00001d045551_T025","sorghum","9","26531820","26539830",6.23e-70,268,241,87.967,212,"OQU75702"
"Zm00001d045551","Zm00001d045551_T025","sorghum","9","26531820","26539830",2.26e-64,250,174,92.529,161,"OQU75702"
"Zm00001d045551","Zm00001d045551_T025","sorghum","9","26531820","26539830",0,3195,2195,92.938,2040,"OQU75703"
"Zm00001d045551","Zm00001d045551_T025","sorghum","9","26531820","26539830",6.23e-70,268,241,87.967,212,"OQU75703"
